hour,production,power_sum,sec_proxy
2021-01-08 08:00:00,777,616.0,0.7927927927927928
2021-01-08 09:00:00,325,641.0,1.9723076923076923
2021-01-08 10:00:00,2427,568.0,0.23403378656777915
2021-01-08 11:00:00,695,657.0,0.9453237410071943
2021-01-08 12:00:00,48,411.0,8.5625
2021-01-08 13:00:00,4386,659.0,0.15025079799361604
2021-01-08 14:00:00,1270,663.0,0.5220472440944882
2021-01-08 15:00:00,3947,645.0,0.16341525209019508
2021-01-08 16:00:00,613,632.0,1.030995106035889
2021-01-08 17:00:00,184,545.0,2.9619565217391304
2021-01-08 18:00:00,754,615.0,0.8156498673740054
2021-01-08 19:00:00,4008,567.0,0.14146706586826346
2021-01-08 21:00:00,28,485.0,17.321428571428573
2021-01-08 22:00:00,30,428.0,14.266666666666667
2021-01-08 23:00:00,43,405.0,9.418604651162791
2021-01-09 01:00:00,32,395.0,12.34375
2021-01-09 03:00:00,23,421.0,18.304347826086957
2021-01-09 06:00:00,64,426.0,6.65625
2021-01-09 07:00:00,548,244.0,0.44525547445255476
2021-01-11 08:00:00,299,670.0,2.240802675585284
2021-01-11 09:00:00,710,672.0,0.9464788732394366
2021-01-11 10:00:00,661,624.0,0.9440242057488654
2021-01-11 11:00:00,864,671.0,0.7766203703703703
2021-01-11 12:00:00,368,416.0,1.1304347826086956
2021-01-11 13:00:00,626,614.0,0.9808306709265175
2021-01-11 14:00:00,2202,634.0,0.28792007266121705
2021-01-11 15:00:00,601,598.0,0.9950083194675541
2021-01-11 16:00:00,1308,627.0,0.4793577981651376
2021-01-11 17:00:00,683,543.0,0.7950219619326501
2021-01-11 18:00:00,985,579.0,0.5878172588832488
2021-01-11 19:00:00,1266,544.0,0.4296998420221169
2021-01-11 20:00:00,608,483.0,0.7944078947368421
2021-01-11 21:00:00,26,437.0,16.807692307692307
2021-01-11 22:00:00,48,416.0,8.666666666666666
2021-01-11 23:00:00,12,399.0,33.25
2021-01-14 01:00:00,14,89.0,6.357142857142857
2021-01-14 02:00:00,8,97.0,12.125
2021-01-14 03:00:00,97,88.0,0.9072164948453608
2021-01-14 04:00:00,16,91.0,5.6875
2021-01-14 06:00:00,62,91.0,1.467741935483871
2021-01-14 07:00:00,280,247.0,0.8821428571428571
2021-01-14 08:00:00,844,730.0,0.8649289099526066
2021-01-14 09:00:00,1104,713.0,0.6458333333333334
2021-01-14 10:00:00,498,684.0,1.3734939759036144
2021-01-14 11:00:00,1465,725.0,0.4948805460750853
2021-01-14 12:00:00,6345,475.0,0.07486209613869188
2021-01-14 13:00:00,898,742.0,0.8262806236080178
2021-01-14 14:00:00,535,707.0,1.3214953271028038
2021-01-14 15:00:00,550,711.0,1.2927272727272727
2021-01-14 16:00:00,1064,685.0,0.643796992481203
2021-01-14 17:00:00,249,585.0,2.3493975903614457
2021-01-14 18:00:00,1016,691.0,0.6801181102362205
2021-01-14 19:00:00,2446,601.0,0.24570727718724447
2021-01-14 20:00:00,9,477.0,53.0
2021-01-14 21:00:00,8,492.0,61.5
2021-01-14 22:00:00,53,446.0,8.415094339622641
2021-01-15 01:00:00,91,441.0,4.846153846153846
2021-01-15 02:00:00,70,469.0,6.7
2021-01-15 04:00:00,98,439.0,4.479591836734694
2021-01-15 06:00:00,54,473.0,8.75925925925926
2021-01-15 07:00:00,457,529.0,1.1575492341356675
2021-01-15 08:00:00,560,751.0,1.3410714285714285
2021-01-15 09:00:00,624,743.0,1.1907051282051282
2021-01-15 10:00:00,1090,657.0,0.6027522935779817
2021-01-15 11:00:00,908,693.0,0.763215859030837
2021-01-15 12:00:00,1763,447.0,0.2535450935904708
2021-01-15 13:00:00,946,685.0,0.7241014799154334
2021-01-15 14:00:00,2022,708.0,0.35014836795252224
2021-01-15 15:00:00,614,652.0,1.0618892508143323
2021-01-15 16:00:00,1324,679.0,0.5128398791540786
2021-01-15 17:00:00,95,534.0,5.621052631578947
2021-01-15 18:00:00,1019,645.0,0.6329735034347399
2021-01-15 19:00:00,2553,622.0,0.2436349392871132
2021-01-15 20:00:00,3,511.0,170.33333333333334
2021-01-15 21:00:00,31,508.0,16.387096774193548
2021-01-15 22:00:00,17,458.0,26.941176470588236
2021-01-15 23:00:00,6,431.0,71.83333333333333
2021-01-16 02:00:00,118,415.0,3.516949152542373
2021-01-16 04:00:00,60,427.0,7.116666666666666
2021-01-16 05:00:00,35,369.0,10.542857142857143
2021-01-16 06:00:00,62,459.0,7.403225806451613
2021-01-16 07:00:00,424,244.0,0.5754716981132075
2021-01-17 16:00:00,24,674.0,28.083333333333332
2021-01-18 08:00:00,592,646.0,1.0912162162162162
2021-01-18 09:00:00,622,682.0,1.0964630225080385
2021-01-18 10:00:00,3127,659.0,0.21074512312120244
2021-01-18 11:00:00,1300,709.0,0.5453846153846154
2021-01-18 12:00:00,60,406.0,6.766666666666667
2021-01-18 13:00:00,902,697.0,0.7727272727272727
2021-01-18 14:00:00,854,654.0,0.765807962529274
2021-01-18 15:00:00,1424,622.0,0.43679775280898875
2021-01-18 16:00:00,1378,647.0,0.4695210449927431
2021-01-18 17:00:00,816,590.0,0.7230392156862745
2021-01-18 18:00:00,1268,601.0,0.47397476340694006
2021-01-18 19:00:00,2095,550.0,0.26252983293556087
2021-01-18 20:00:00,158,469.0,2.9683544303797467
2021-01-18 21:00:00,163,454.0,2.785276073619632
2021-01-18 22:00:00,62,456.0,7.354838709677419
2021-01-18 23:00:00,324,425.0,1.3117283950617284
2021-01-21 00:00:00,522,93.0,0.1781609195402299
2021-01-21 01:00:00,227,95.0,0.4185022026431718
2021-01-21 02:00:00,54,89.0,1.6481481481481481
2021-01-21 03:00:00,99,90.0,0.9090909090909091
2021-01-21 04:00:00,708,98.0,0.1384180790960452
2021-01-21 05:00:00,57,89.0,1.5614035087719298
2021-01-21 06:00:00,332,89.0,0.2680722891566265
2021-01-21 07:00:00,1617,230.0,0.1422387136672851
2021-01-21 08:00:00,489,758.0,1.5501022494887526
2021-01-21 09:00:00,447,757.0,1.6935123042505593
2021-01-21 10:00:00,1884,740.0,0.39278131634819535
2021-01-21 11:00:00,1164,724.0,0.6219931271477663
2021-01-21 12:00:00,85,458.0,5.3882352941176475
2021-01-21 13:00:00,1692,758.0,0.44799054373522457
2021-01-21 14:00:00,796,757.0,0.9510050251256281
2021-01-21 15:00:00,562,674.0,1.199288256227758
2021-01-21 16:00:00,900,640.0,0.7111111111111111
2021-01-21 17:00:00,350,536.0,1.5314285714285714
2021-01-21 18:00:00,952,625.0,0.6565126050420168
2021-01-21 19:00:00,3581,573.0,0.16001117006422788
2021-01-21 20:00:00,100,507.0,5.07
2021-01-21 21:00:00,63,507.0,8.047619047619047
2021-01-21 22:00:00,351,456.0,1.2991452991452992
2021-01-21 23:00:00,183,449.0,2.453551912568306
2021-01-22 01:00:00,124,432.0,3.4838709677419355
2021-01-22 02:00:00,854,451.0,0.5281030444964872
2021-01-22 03:00:00,108,452.0,4.185185185185185
2021-01-22 04:00:00,140,466.0,3.3285714285714287
2021-01-22 06:00:00,1007,456.0,0.4528301886792453
2021-01-22 07:00:00,682,554.0,0.8123167155425219
2021-01-22 08:00:00,120,684.0,5.7
2021-01-22 09:00:00,786,666.0,0.8473282442748091
2021-01-22 10:00:00,915,689.0,0.7530054644808744
2021-01-22 11:00:00,452,689.0,1.5243362831858407
2021-01-22 12:00:00,286,443.0,1.548951048951049
2021-01-22 13:00:00,1215,665.0,0.5473251028806584
2021-01-22 14:00:00,466,626.0,1.3433476394849786
2021-01-22 15:00:00,3684,625.0,0.16965255157437567
2021-01-22 16:00:00,1081,639.0,0.5911193339500462
2021-01-22 17:00:00,733,479.0,0.6534788540245566
2021-01-22 18:00:00,658,610.0,0.9270516717325228
2021-01-22 19:00:00,1279,623.0,0.4870992963252541
2021-01-22 20:00:00,11,530.0,48.18181818181818
2021-01-22 21:00:00,171,502.0,2.935672514619883
2021-01-22 22:00:00,3,454.0,151.33333333333334
2021-01-22 23:00:00,532,453.0,0.8515037593984962
2021-01-23 00:00:00,257,276.0,1.0739299610894941
2021-01-23 01:00:00,477,410.0,0.859538784067086
2021-01-23 02:00:00,157,478.0,3.0445859872611467
2021-01-23 03:00:00,371,412.0,1.110512129380054
2021-01-23 04:00:00,36,447.0,12.416666666666666
2021-01-23 05:00:00,894,381.0,0.4261744966442953
2021-01-23 06:00:00,233,467.0,2.004291845493562
2021-01-23 07:00:00,743,561.0,0.7550471063257066
2021-01-23 11:00:00,12,623.0,51.916666666666664
2021-01-25 08:00:00,796,623.0,0.7826633165829145
2021-01-25 09:00:00,417,679.0,1.6282973621103118
2021-01-25 10:00:00,383,687.0,1.793733681462141
2021-01-25 11:00:00,1971,721.0,0.36580416032470825
2021-01-25 13:00:00,1330,717.0,0.5390977443609023
2021-01-25 14:00:00,1732,708.0,0.40877598152424943
2021-01-25 15:00:00,926,698.0,0.7537796976241901
2021-01-25 16:00:00,2269,665.0,0.29308065226972235
2021-01-25 17:00:00,797,564.0,0.7076537013801757
2021-01-25 18:00:00,896,566.0,0.6316964285714286
2021-01-25 19:00:00,2599,441.0,0.1696806464024625
2021-01-25 20:00:00,78,435.0,5.576923076923077
2021-01-25 21:00:00,36,465.0,12.916666666666666
2021-01-25 22:00:00,181,492.0,2.718232044198895
2021-01-25 23:00:00,30,407.0,13.566666666666666
2021-01-28 01:00:00,24,102.0,4.25
2021-01-28 02:00:00,437,96.0,0.21967963386727687
2021-01-28 03:00:00,1,94.0,94.0
2021-01-28 04:00:00,827,102.0,0.12333736396614269
2021-01-28 05:00:00,120,94.0,0.7833333333333333
2021-01-28 06:00:00,110,92.0,0.8363636363636363
2021-01-28 07:00:00,16,228.0,14.25
2021-01-28 08:00:00,375,699.0,1.864
2021-01-28 09:00:00,347,713.0,2.0547550432276656
2021-01-28 10:00:00,810,669.0,0.825925925925926
2021-01-28 11:00:00,1049,731.0,0.6968541468064824
2021-01-28 12:00:00,309,485.0,1.5695792880258899
2021-01-28 13:00:00,1034,740.0,0.7156673114119922
2021-01-28 14:00:00,2238,721.0,0.3221626452189455
2021-01-28 15:00:00,861,726.0,0.8432055749128919
2021-01-28 16:00:00,1685,671.0,0.39821958456973294
2021-01-28 17:00:00,512,600.0,1.171875
2021-01-28 18:00:00,971,707.0,0.7281153450051493
2021-01-28 19:00:00,1690,611.0,0.36153846153846153
2021-01-28 20:00:00,358,447.0,1.2486033519553073
2021-01-28 21:00:00,40,471.0,11.775
2021-01-28 22:00:00,12,436.0,36.333333333333336
2021-01-28 23:00:00,4,429.0,107.25
2021-01-29 01:00:00,81,417.0,5.148148148148148
2021-01-29 02:00:00,634,450.0,0.7097791798107256
2021-01-29 03:00:00,2,414.0,207.0
2021-01-29 04:00:00,1,439.0,439.0
2021-01-29 05:00:00,24,360.0,15.0
2021-01-29 06:00:00,2,452.0,226.0
2021-01-29 07:00:00,1288,547.0,0.4246894409937888
2021-01-29 08:00:00,364,808.0,2.21978021978022
2021-01-29 09:00:00,301,717.0,2.382059800664452
2021-01-29 10:00:00,601,651.0,1.0831946755407653
2021-01-29 11:00:00,1135,773.0,0.681057268722467
2021-01-29 12:00:00,2095,471.0,0.22482100238663486
2021-01-29 13:00:00,809,746.0,0.9221260815822002
2021-01-29 14:00:00,972,709.0,0.7294238683127572
2021-01-29 15:00:00,868,653.0,0.7523041474654378
2021-01-29 16:00:00,1383,655.0,0.47360809833694867
2021-01-29 17:00:00,255,510.0,2.0
2021-01-29 18:00:00,1132,662.0,0.5848056537102474
2021-01-29 19:00:00,4121,641.0,0.15554477068672654
2021-01-29 20:00:00,76,538.0,7.078947368421052
2021-01-29 21:00:00,51,495.0,9.705882352941176
2021-01-29 22:00:00,63,450.0,7.142857142857143
2021-01-29 23:00:00,82,414.0,5.048780487804878
2021-01-30 00:00:00,213,268.0,1.2582159624413145
2021-01-30 01:00:00,72,416.0,5.777777777777778
2021-01-30 02:00:00,81,439.0,5.419753086419753
2021-01-30 03:00:00,325,448.0,1.3784615384615384
2021-01-30 04:00:00,3,436.0,145.33333333333334
2021-01-30 05:00:00,13,393.0,30.23076923076923
2021-01-30 06:00:00,42,457.0,10.880952380952381
2021-01-30 07:00:00,783,526.0,0.6717752234993615
2021-02-01 08:00:00,541,717.0,1.3253234750462106
2021-02-01 09:00:00,432,692.0,1.6018518518518519
2021-02-01 10:00:00,402,682.0,1.6965174129353233
2021-02-01 11:00:00,630,697.0,1.1063492063492064
2021-02-01 12:00:00,284,374.0,1.3169014084507042
2021-02-01 13:00:00,318,678.0,2.1320754716981134
2021-02-01 14:00:00,7437,658.0,0.08847653623773027
2021-02-01 15:00:00,878,607.0,0.6913439635535308
2021-02-01 16:00:00,4585,648.0,0.14133042529989095
2021-02-01 17:00:00,598,494.0,0.8260869565217391
2021-02-01 18:00:00,1777,586.0,0.3297692740574001
2021-02-01 19:00:00,1913,574.0,0.30005227391531625
2021-02-01 20:00:00,8,483.0,60.375
2021-02-01 21:00:00,181,484.0,2.6740331491712706
2021-02-01 22:00:00,97,423.0,4.360824742268041
2021-02-01 23:00:00,287,394.0,1.372822299651568
2021-02-02 01:00:00,53,408.0,7.69811320754717
2021-02-02 02:00:00,127,435.0,3.425196850393701
2021-02-02 03:00:00,32,414.0,12.9375
2021-02-02 04:00:00,69,399.0,5.782608695652174
2021-02-02 05:00:00,5,338.0,67.6
2021-02-02 06:00:00,500,410.0,0.82
2021-02-02 07:00:00,711,528.0,0.7426160337552743
2021-02-02 08:00:00,789,689.0,0.8732572877059569
2021-02-02 09:00:00,1354,706.0,0.5214180206794683
2021-02-02 10:00:00,847,691.0,0.8158205430932703
2021-02-02 11:00:00,535,670.0,1.2523364485981308
2021-02-02 12:00:00,25,411.0,16.44
2021-02-02 13:00:00,2071,727.0,0.3510381458232738
2021-02-02 14:00:00,1125,708.0,0.6293333333333333
2021-02-02 15:00:00,978,622.0,0.6359918200408998
2021-02-02 16:00:00,6974,668.0,0.09578434184112418
2021-02-02 17:00:00,340,545.0,1.6029411764705883
2021-02-02 18:00:00,869,606.0,0.6973532796317606
2021-02-02 19:00:00,2312,510.0,0.22058823529411764
2021-02-02 20:00:00,1,450.0,450.0
2021-02-02 21:00:00,177,445.0,2.5141242937853105
2021-02-02 22:00:00,184,402.0,2.1847826086956523
2021-02-02 23:00:00,50,384.0,7.68
2021-02-03 00:00:00,7,264.0,37.714285714285715
2021-02-03 01:00:00,487,420.0,0.8624229979466119
2021-02-03 02:00:00,119,450.0,3.7815126050420167
2021-02-03 03:00:00,499,421.0,0.843687374749499
2021-02-03 04:00:00,28,423.0,15.107142857142858
2021-02-03 05:00:00,37,365.0,9.864864864864865
2021-02-03 06:00:00,212,448.0,2.1132075471698113
2021-02-03 07:00:00,873,514.0,0.588774341351661
2021-02-03 08:00:00,234,681.0,2.91025641025641
2021-02-03 09:00:00,297,679.0,2.2861952861952863
2021-02-03 10:00:00,931,622.0,0.6680988184747583
2021-02-03 11:00:00,850,648.0,0.7623529411764706
2021-02-03 12:00:00,110,406.0,3.690909090909091
2021-02-03 13:00:00,693,632.0,0.911976911976912
2021-02-03 14:00:00,1683,635.0,0.37730243612596553
2021-02-03 15:00:00,1489,605.0,0.40631296171927467
2021-02-03 16:00:00,849,640.0,0.7538280329799765
2021-02-03 17:00:00,508,529.0,1.0413385826771653
2021-02-03 18:00:00,666,528.0,0.7927927927927928
2021-02-03 19:00:00,3591,459.0,0.12781954887218044
2021-02-03 20:00:00,32,489.0,15.28125
2021-02-03 21:00:00,18,491.0,27.27777777777778
2021-02-03 22:00:00,306,451.0,1.473856209150327
2021-02-03 23:00:00,17,418.0,24.58823529411765
2021-02-04 00:00:00,231,271.0,1.173160173160173
2021-02-04 01:00:00,132,432.0,3.272727272727273
2021-02-04 02:00:00,40,439.0,10.975
2021-02-04 03:00:00,630,426.0,0.6761904761904762
2021-02-04 04:00:00,155,435.0,2.806451612903226
2021-02-04 05:00:00,116,361.0,3.1120689655172415
2021-02-04 06:00:00,322,435.0,1.3509316770186335
2021-02-04 07:00:00,469,513.0,1.0938166311300639
2021-02-04 08:00:00,793,625.0,0.7881462799495587
2021-02-04 09:00:00,751,641.0,0.8535286284953395
2021-02-04 10:00:00,3151,626.0,0.19866708981275785
2021-02-04 11:00:00,1159,595.0,0.5133735979292493
2021-02-04 12:00:00,108,357.0,3.3055555555555554
2021-02-04 13:00:00,695,621.0,0.8935251798561151
2021-02-04 14:00:00,1221,608.0,0.49795249795249796
2021-02-04 15:00:00,760,560.0,0.7368421052631579
2021-02-04 16:00:00,679,566.0,0.833578792341679
2021-02-04 17:00:00,310,489.0,1.5774193548387097
2021-02-04 18:00:00,1043,557.0,0.5340364333652924
2021-02-04 19:00:00,951,451.0,0.47423764458464773
2021-02-04 20:00:00,81,403.0,4.9753086419753085
2021-02-04 21:00:00,2,433.0,216.5
2021-02-04 22:00:00,312,427.0,1.3685897435897436
2021-02-04 23:00:00,300,388.0,1.2933333333333332
2021-02-05 00:00:00,60,253.0,4.216666666666667
2021-02-05 01:00:00,128,418.0,3.265625
2021-02-05 02:00:00,234,415.0,1.7735042735042734
2021-02-05 03:00:00,148,421.0,2.8445945945945947
2021-02-05 04:00:00,140,427.0,3.05
2021-02-05 05:00:00,213,369.0,1.732394366197183
2021-02-05 06:00:00,33,426.0,12.909090909090908
2021-02-05 07:00:00,2623,244.0,0.09302325581395349
2021-02-05 08:00:00,686,96.0,0.13994169096209913
2021-02-05 09:00:00,662,88.0,0.13293051359516617
2021-02-05 10:00:00,2737,88.0,0.03215199123127512
2021-02-05 11:00:00,633,100.0,0.1579778830963665
2021-02-05 12:00:00,18,89.0,4.944444444444445
2021-02-05 13:00:00,1901,89.0,0.04681746449237244
2021-02-05 14:00:00,1826,90.0,0.04928806133625411
2021-02-05 15:00:00,439,99.0,0.2255125284738041
2021-02-05 16:00:00,3627,91.0,0.025089605734767026
2021-02-05 17:00:00,116,89.0,0.7672413793103449
2021-02-05 18:00:00,1063,99.0,0.09313264346190028
2021-02-05 19:00:00,666,88.0,0.13213213213213212
2021-02-05 20:00:00,595,88.0,0.14789915966386555
2021-02-05 23:00:00,500,88.0,0.176
2021-02-06 00:00:00,300,265.0,0.8833333333333333
2021-02-06 01:00:00,100,424.0,4.24
2021-02-06 02:00:00,564,416.0,0.7375886524822695
2021-02-06 03:00:00,32,426.0,13.3125
2021-02-06 04:00:00,361,435.0,1.2049861495844876
2021-02-06 06:00:00,4,409.0,102.25
2021-02-06 07:00:00,1510,282.0,0.18675496688741722
2021-02-08 08:00:00,669,616.0,0.9207772795216741
2021-02-08 09:00:00,538,641.0,1.191449814126394
2021-02-08 10:00:00,785,568.0,0.7235668789808917
2021-02-08 11:00:00,2411,657.0,0.2725010369141435
2021-02-08 12:00:00,120,411.0,3.425
2021-02-08 13:00:00,909,659.0,0.724972497249725
2021-02-08 14:00:00,2129,663.0,0.3114138093001409
2021-02-08 15:00:00,1722,645.0,0.37456445993031356
2021-02-08 16:00:00,3012,632.0,0.2098273572377158
2021-02-08 17:00:00,273,545.0,1.9963369963369964
2021-02-08 18:00:00,992,615.0,0.6199596774193549
2021-02-08 19:00:00,2012,567.0,0.28180914512922467
2021-02-08 20:00:00,33,515.0,15.606060606060606
2021-02-08 21:00:00,37,485.0,13.108108108108109
2021-02-08 23:00:00,65,405.0,6.230769230769231
2021-02-09 00:00:00,147,271.0,1.8435374149659864
2021-02-09 01:00:00,96,395.0,4.114583333333333
2021-02-09 02:00:00,200,415.0,2.075
2021-02-09 03:00:00,513,413.0,0.8050682261208577
2021-02-09 04:00:00,83,398.0,4.795180722891566
2021-02-09 05:00:00,56,338.0,6.035714285714286
2021-02-09 06:00:00,540,413.0,0.7648148148148148
2021-02-09 07:00:00,996,510.0,0.5120481927710844
2021-02-09 08:00:00,520,675.0,1.2980769230769231
2021-02-09 09:00:00,636,689.0,1.0833333333333333
2021-02-09 10:00:00,477,665.0,1.3941299790356394
2021-02-09 11:00:00,592,686.0,1.1587837837837838
2021-02-09 12:00:00,65,439.0,6.753846153846154
2021-02-09 13:00:00,1161,677.0,0.5831180017226529
2021-02-09 14:00:00,923,661.0,0.7161430119176598
2021-02-09 15:00:00,1319,631.0,0.4783927217589083
2021-02-09 16:00:00,1198,603.0,0.503338898163606
2021-02-09 17:00:00,885,517.0,0.584180790960452
2021-02-09 18:00:00,1801,618.0,0.34314269850083284
2021-02-09 19:00:00,2578,526.0,0.20403413498836306
2021-02-09 20:00:00,50,437.0,8.74
2021-02-09 21:00:00,13,420.0,32.30769230769231
2021-02-09 22:00:00,148,404.0,2.72972972972973
2021-02-09 23:00:00,167,378.0,2.2634730538922154
2021-02-10 00:00:00,121,259.0,2.1404958677685952
2021-02-10 01:00:00,39,410.0,10.512820512820513
2021-02-10 02:00:00,158,417.0,2.6392405063291138
2021-02-10 03:00:00,40,397.0,9.925
2021-02-10 04:00:00,143,424.0,2.965034965034965
2021-02-10 05:00:00,574,364.0,0.6341463414634146
2021-02-10 06:00:00,246,415.0,1.6869918699186992
2021-02-10 07:00:00,577,474.0,0.8214904679376083
2021-02-10 08:00:00,324,620.0,1.9135802469135803
2021-02-10 09:00:00,1812,664.0,0.36644591611479027
2021-02-10 10:00:00,903,655.0,0.7253599114064231
2021-02-10 11:00:00,1468,643.0,0.4380108991825613
2021-02-10 12:00:00,508,444.0,0.8740157480314961
2021-02-10 13:00:00,483,610.0,1.2629399585921326
2021-02-10 14:00:00,180,649.0,3.6055555555555556
2021-02-15 08:00:00,635,751.0,1.1826771653543307
2021-02-15 09:00:00,1362,743.0,0.5455212922173275
2021-02-15 10:00:00,825,657.0,0.7963636363636364
2021-02-15 11:00:00,2724,693.0,0.2544052863436123
2021-02-15 13:00:00,2776,685.0,0.2467579250720461
2021-02-15 14:00:00,2004,708.0,0.3532934131736527
2021-02-15 15:00:00,154,652.0,4.233766233766234
2021-02-15 16:00:00,903,679.0,0.751937984496124
2021-02-15 17:00:00,905,534.0,0.5900552486187846
2021-02-15 18:00:00,2247,645.0,0.2870493991989319
2021-02-15 19:00:00,478,622.0,1.301255230125523
2021-02-15 20:00:00,51,511.0,10.019607843137255
2021-02-15 21:00:00,213,508.0,2.384976525821596
2021-02-15 22:00:00,98,458.0,4.673469387755102
2021-02-15 23:00:00,452,431.0,0.9535398230088495
2021-02-16 00:00:00,250,292.0,1.168
2021-02-16 01:00:00,312,444.0,1.4230769230769231
2021-02-16 02:00:00,158,456.0,2.8860759493670884
2021-02-16 03:00:00,124,446.0,3.596774193548387
2021-02-16 04:00:00,48,448.0,9.333333333333334
2021-02-16 05:00:00,204,367.0,1.7990196078431373
2021-02-16 06:00:00,109,459.0,4.2110091743119265
2021-02-16 07:00:00,2149,521.0,0.2424383434155421
2021-02-16 08:00:00,453,708.0,1.5629139072847682
2021-02-16 09:00:00,518,718.0,1.386100386100386
2021-02-16 10:00:00,803,712.0,0.8866749688667497
2021-02-16 11:00:00,714,703.0,0.9845938375350141
2021-02-16 12:00:00,4,435.0,108.75
2021-02-16 13:00:00,352,676.0,1.9204545454545454
2021-02-16 14:00:00,3995,682.0,0.1707133917396746
2021-02-16 15:00:00,2195,652.0,0.2970387243735763
2021-02-16 16:00:00,2786,673.0,0.24156496769562097
2021-02-16 17:00:00,82,615.0,7.5
2021-02-16 18:00:00,757,671.0,0.8863936591809776
2021-02-16 19:00:00,2939,556.0,0.18917999319496429
2021-02-16 20:00:00,6,455.0,75.83333333333333
2021-02-16 21:00:00,136,470.0,3.4558823529411766
2021-02-16 22:00:00,65,410.0,6.3076923076923075
2021-02-16 23:00:00,107,422.0,3.94392523364486
2021-02-17 00:00:00,331,287.0,0.8670694864048338
2021-02-17 01:00:00,170,426.0,2.5058823529411764
2021-02-17 02:00:00,240,449.0,1.8708333333333333
2021-02-17 03:00:00,82,465.0,5.670731707317073
2021-02-17 04:00:00,265,450.0,1.6981132075471699
2021-02-17 05:00:00,23,389.0,16.91304347826087
2021-02-17 06:00:00,583,482.0,0.8267581475128645
2021-02-17 07:00:00,1612,564.0,0.34987593052109184
2021-02-17 08:00:00,479,761.0,1.5887265135699373
2021-02-17 09:00:00,1759,720.0,0.40932347924957363
2021-02-17 10:00:00,1510,664.0,0.43973509933774835
2021-02-17 11:00:00,792,732.0,0.9242424242424242
2021-02-17 12:00:00,269,412.0,1.5315985130111525
2021-02-17 13:00:00,819,731.0,0.8925518925518926
2021-02-17 14:00:00,1272,715.0,0.5621069182389937
2021-02-17 15:00:00,3267,679.0,0.20783593510866238
2021-02-17 16:00:00,1287,674.0,0.5236985236985237
2021-02-17 17:00:00,2402,552.0,0.22980849292256453
2021-02-17 18:00:00,382,681.0,1.7827225130890052
2021-02-17 19:00:00,1510,636.0,0.42119205298013246
2021-02-17 20:00:00,117,554.0,4.735042735042735
2021-02-17 21:00:00,15,507.0,33.8
2021-02-17 22:00:00,292,500.0,1.7123287671232876
2021-02-17 23:00:00,150,444.0,2.96
2021-02-18 00:00:00,122,320.0,2.622950819672131
2021-02-18 01:00:00,287,447.0,1.5574912891986064
2021-02-18 02:00:00,28,460.0,16.428571428571427
2021-02-18 03:00:00,300,456.0,1.52
2021-02-18 04:00:00,42,446.0,10.619047619047619
2021-02-18 07:00:00,1368,532.0,0.3888888888888889
2021-02-18 08:00:00,197,646.0,3.279187817258883
2021-02-18 09:00:00,1493,682.0,0.45679839249832555
2021-02-18 10:00:00,801,659.0,0.8227215980024969
2021-02-18 11:00:00,772,709.0,0.9183937823834197
2021-02-18 12:00:00,74,406.0,5.486486486486487
2021-02-18 13:00:00,768,697.0,0.9075520833333334
2021-02-18 14:00:00,2874,654.0,0.22755741127348644
