fold,start,end,target_time,actual_max,tau,slot_typical,baseline_at_peak,baseline_typical,excess,rise,share,type,classification_reason,slot_typical_source,baseline_typical_source,day_type,slot,r2_gate_passed,classification_role,attribution_scope,type_label
0,2021-05-06 11:45:00,2021-05-06 11:45:00,2021-05-06 11:45:00,179.0,176.5,167.0,133.3675036167865,117.28880687060962,12.0,16.078696746176888,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,46,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
0,2021-05-07 08:45:00,2021-05-07 09:00:00,2021-05-07 09:00:00,181.0,176.5,167.5,94.81297706282122,103.69266047183764,13.5,-8.879683409016423,0.0,residual,classified,same_daytype_slot,same_daytype_slot,workday,35,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,잔차형
0,2021-05-09 08:30:00,2021-05-09 09:00:00,2021-05-09 09:00:00,184.0,176.5,23.0,76.75720434275031,76.75720434275031,161.0,0.0,0.0,residual,classified,same_daytype_slot,same_daytype_slot,offday,35,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,잔차형
0,2021-05-10 08:30:00,2021-05-10 09:00:00,2021-05-10 09:00:00,184.0,176.5,167.5,123.23903328112442,103.69266047183764,16.5,19.54637280928678,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,35,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
0,2021-05-11 08:45:00,2021-05-11 08:45:00,2021-05-11 08:45:00,177.0,176.5,165.5,114.33982160140592,103.27277991692381,11.5,11.067041684482106,0.962351450824531,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,34,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
0,2021-05-11 10:00:00,2021-05-11 10:00:00,2021-05-11 10:00:00,177.0,176.5,166.0,138.252869068219,113.79712688288521,11.0,24.455742185333804,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,39,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
0,2021-05-11 13:15:00,2021-05-11 13:15:00,2021-05-11 13:15:00,185.0,176.5,158.0,161.76382006140622,113.44880761163162,27.0,48.3150124497746,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,52,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
0,2021-05-12 08:30:00,2021-05-12 08:45:00,2021-05-12 08:45:00,178.0,176.5,165.5,108.41436423236541,103.27277991692381,12.5,5.141584315441605,0.4113267452353284,mixed,classified,same_daytype_slot,same_daytype_slot,workday,34,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,혼합형
0,2021-05-12 11:30:00,2021-05-12 11:30:00,2021-05-12 11:30:00,183.0,176.5,160.0,117.63129407608741,117.24754839240937,23.0,0.3837456836780433,0.016684594942523622,residual,classified,same_daytype_slot,same_daytype_slot,workday,45,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,잔차형
0,2021-05-12 13:30:00,2021-05-12 13:30:00,2021-05-12 13:30:00,184.0,176.5,158.0,131.05552922324213,113.22496368368147,26.0,17.830565539560666,0.6857909822907948,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,53,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
0,2021-05-12 14:00:00,2021-05-12 14:00:00,2021-05-12 14:00:00,179.0,176.5,160.0,130.5030241779442,112.67245863838353,19.0,17.83056553956068,0.9384508178716148,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,55,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-01 08:30:00,2021-06-01 09:00:00,2021-06-01 09:00:00,195.0,177.0,174.0,146.83500442596852,108.27964358724549,21.0,38.55536083872303,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,35,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-01 10:00:00,2021-06-01 10:00:00,2021-06-01 10:00:00,182.0,177.0,166.0,137.71234525312212,118.48370102379336,16.0,19.228644229328765,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,39,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-01 10:30:00,2021-06-01 11:30:00,2021-06-01 11:00:00,187.0,177.0,168.0,138.1551417608275,119.09938280191805,19.0,19.055758958909436,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,43,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-02 09:30:00,2021-06-02 10:00:00,2021-06-02 09:30:00,180.0,177.0,165.0,158.5547638461959,117.49114669117617,15.0,41.06361715501973,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,37,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-02 10:45:00,2021-06-02 11:15:00,2021-06-02 10:45:00,191.0,177.0,168.0,135.94147304728878,118.77813815724161,23.0,17.163334890047167,0.7462319517411812,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,42,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-02 13:30:00,2021-06-02 14:00:00,2021-06-02 13:30:00,189.0,177.0,164.0,250.8972460504158,121.94042702999678,25.0,128.956819020419,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,53,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-02 14:45:00,2021-06-02 15:00:00,2021-06-02 14:45:00,180.0,177.0,161.0,140.94337859790474,128.3615846005976,19.0,12.58179399730713,0.6621996840687964,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,58,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-03 08:30:00,2021-06-03 08:30:00,2021-06-03 08:30:00,181.0,177.0,169.0,120.7325340797655,107.0465898655275,12.0,13.685944214238006,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,33,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-07 08:45:00,2021-06-07 09:15:00,2021-06-07 08:45:00,182.0,177.0,167.0,140.3489899773997,107.67566931255844,15.0,32.673320664841256,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,34,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-07 13:45:00,2021-06-07 13:45:00,2021-06-07 13:45:00,182.0,177.0,168.0,157.56823890617468,121.75236367507691,14.0,35.81587523109778,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,54,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-07 14:45:00,2021-06-07 14:45:00,2021-06-07 14:45:00,180.0,177.0,161.0,163.57240767814693,128.3615846005976,19.0,35.21082307754932,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,58,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-08 16:00:00,2021-06-08 16:00:00,2021-06-08 16:00:00,180.0,177.0,158.0,146.8165612586128,114.5198280951886,22.0,32.29673316342421,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,63,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-09 09:30:00,2021-06-09 09:45:00,2021-06-09 09:30:00,179.0,177.0,165.0,143.8882128163784,117.49114669117617,14.0,26.39706612520223,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,37,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-09 10:30:00,2021-06-09 10:45:00,2021-06-09 10:30:00,180.0,177.0,165.0,232.49715693023376,118.41496879589592,15.0,114.08218813433784,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,41,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-09 11:45:00,2021-06-09 11:45:00,2021-06-09 11:45:00,178.0,177.0,167.0,139.4000709537324,124.33354113019836,11.0,15.066529823534054,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,46,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-09 14:00:00,2021-06-09 14:00:00,2021-06-09 14:00:00,181.0,177.0,163.0,153.67039641251475,121.51881206219007,18.0,32.15158435032468,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,55,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-14 08:45:00,2021-06-14 09:30:00,2021-06-14 09:00:00,204.0,177.0,174.0,120.26260862574861,108.27964358724549,30.0,11.982965038503124,0.39943216795010417,mixed,classified,same_daytype_slot,same_daytype_slot,workday,35,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,혼합형
1,2021-06-14 10:00:00,2021-06-14 10:00:00,2021-06-14 10:00:00,180.0,177.0,166.0,137.66114721169663,118.48370102379336,14.0,19.17744618790327,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,39,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-14 10:30:00,2021-06-14 10:45:00,2021-06-14 10:30:00,180.0,177.0,165.0,129.75932248453276,118.41496879589592,15.0,11.344353688636843,0.7562902459091229,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,41,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-14 11:30:00,2021-06-14 11:45:00,2021-06-14 11:30:00,190.0,177.0,165.0,152.696452348509,124.14557757749324,25.0,28.55087477101577,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,45,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-14 13:30:00,2021-06-14 14:15:00,2021-06-14 13:45:00,192.0,177.0,168.0,181.5878104879818,121.75236367507691,24.0,59.835446812904905,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,54,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-14 15:30:00,2021-06-14 16:15:00,2021-06-14 16:00:00,192.0,177.0,158.0,137.38701526900718,114.5198280951886,34.0,22.86718717381858,0.6725643286417229,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,63,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-14 18:00:00,2021-06-14 18:30:00,2021-06-14 18:15:00,182.0,177.0,150.0,124.859076912996,112.35697705384356,32.0,12.502099859152437,0.39069062059851367,mixed,classified,same_daytype_slot,same_daytype_slot,workday,72,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,혼합형
1,2021-06-15 08:30:00,2021-06-15 09:30:00,2021-06-15 08:45:00,198.0,177.0,167.0,160.08746543880022,107.67566931255844,31.0,52.41179612624178,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,34,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-15 10:00:00,2021-06-15 10:00:00,2021-06-15 10:00:00,188.0,177.0,166.0,146.90041905049682,118.48370102379336,22.0,28.416718026703464,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,39,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-15 10:45:00,2021-06-15 10:45:00,2021-06-15 10:45:00,181.0,177.0,168.0,143.0357414086527,118.77813815724161,13.0,24.257603251411098,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,42,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-15 11:30:00,2021-06-15 11:30:00,2021-06-15 11:30:00,180.0,177.0,165.0,147.69054923443036,124.14557757749324,15.0,23.544971656937122,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,45,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-15 12:00:00,2021-06-15 12:00:00,2021-06-15 12:00:00,184.0,177.0,168.0,148.02018123039466,124.47520957345752,16.0,23.544971656937136,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,47,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-15 14:15:00,2021-06-15 14:30:00,2021-06-15 14:15:00,182.0,177.0,159.0,135.91992009610397,129.04618075429042,23.0,6.873739341813547,0.2988582322527629,mixed,classified,same_daytype_slot,same_daytype_slot,workday,56,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,혼합형
1,2021-06-15 16:45:00,2021-06-15 16:45:00,2021-06-15 16:45:00,181.0,177.0,160.0,180.84997883745453,124.37517120575819,21.0,56.474807631696336,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,66,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-16 08:30:00,2021-06-16 08:45:00,2021-06-16 08:30:00,185.0,177.0,169.0,125.80847749513464,107.0465898655275,16.0,18.761887629607145,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,33,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-16 09:45:00,2021-06-16 10:00:00,2021-06-16 10:00:00,192.0,177.0,166.0,134.85216770273428,118.48370102379336,26.0,16.36846667894092,0.6295564107284969,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,39,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-16 10:30:00,2021-06-16 11:15:00,2021-06-16 10:45:00,193.0,177.0,168.0,124.41029316051484,118.77813815724161,25.0,5.632155003273226,0.22528620013092904,mixed,classified,same_daytype_slot,same_daytype_slot,workday,42,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,혼합형
1,2021-06-16 15:45:00,2021-06-16 15:45:00,2021-06-16 15:45:00,180.0,177.0,161.0,127.84574500025889,115.06601979815741,19.0,12.779725202101474,0.6726171159000776,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,62,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-17 08:15:00,2021-06-17 09:30:00,2021-06-17 08:45:00,197.0,177.0,167.0,117.79915429600057,107.67566931255844,30.0,10.123484983442125,0.33744949944807084,mixed,classified,same_daytype_slot,same_daytype_slot,workday,34,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,혼합형
1,2021-06-17 10:00:00,2021-06-17 10:00:00,2021-06-17 10:00:00,179.0,177.0,166.0,116.61254781418069,118.48370102379336,13.0,-1.8711532096126717,0.0,residual,classified,same_daytype_slot,same_daytype_slot,workday,39,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,잔차형
1,2021-06-17 11:15:00,2021-06-17 11:30:00,2021-06-17 11:30:00,190.0,177.0,165.0,174.68785876687218,124.14557757749324,25.0,50.54228118937894,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,45,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-17 13:30:00,2021-06-17 14:00:00,2021-06-17 13:45:00,192.0,177.0,168.0,138.77365722748783,121.75236367507691,24.0,17.021293552410924,0.7092205646837885,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,54,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-17 14:30:00,2021-06-17 14:30:00,2021-06-17 14:30:00,179.0,177.0,163.0,117.13137770842748,128.72484344216113,16.0,-11.593465733733652,0.0,residual,classified,same_daytype_slot,same_daytype_slot,workday,57,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,잔차형
1,2021-06-17 15:00:00,2021-06-17 15:00:00,2021-06-17 15:00:00,189.0,177.0,165.0,116.3644940259943,127.95795975972797,24.0,-11.593465733733666,0.0,residual,classified,same_daytype_slot,same_daytype_slot,workday,59,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,잔차형
1,2021-06-17 15:30:00,2021-06-17 15:45:00,2021-06-17 15:30:00,179.0,177.0,166.0,123.94437875050244,115.57971863662564,13.0,8.364660113876795,0.6434353933751381,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,61,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-18 10:00:00,2021-06-18 10:00:00,2021-06-18 10:00:00,186.0,177.0,166.0,109.89778208003145,118.48370102379336,20.0,-8.58591894376191,0.0,residual,classified,same_daytype_slot,same_daytype_slot,workday,39,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,잔차형
1,2021-06-18 10:30:00,2021-06-18 10:30:00,2021-06-18 10:30:00,179.0,177.0,165.0,117.92844257839867,118.41496879589592,14.0,-0.4865262174972429,0.0,residual,classified,same_daytype_slot,same_daytype_slot,workday,41,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,잔차형
1,2021-06-18 11:30:00,2021-06-18 11:45:00,2021-06-18 11:30:00,185.0,177.0,165.0,124.90435685118126,124.14557757749324,20.0,0.7587792736880203,0.037938963684401014,residual,classified,same_daytype_slot,same_daytype_slot,workday,45,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,잔차형
1,2021-06-18 13:30:00,2021-06-18 13:30:00,2021-06-18 13:30:00,180.0,177.0,164.0,158.57775203227504,121.94042702999678,16.0,36.63732500227826,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,53,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-21 08:30:00,2021-06-21 10:00:00,2021-06-21 08:45:00,208.0,177.0,167.0,123.53678960040403,107.67566931255844,41.0,15.861120287845594,0.3868565923864779,mixed,classified,same_daytype_slot,same_daytype_slot,workday,34,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,혼합형
1,2021-06-21 10:30:00,2021-06-21 11:00:00,2021-06-21 10:30:00,202.0,177.0,165.0,154.0193199330824,118.41496879589592,37.0,35.60435113718647,0.9622797604644991,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,41,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-21 11:45:00,2021-06-21 12:00:00,2021-06-21 11:45:00,191.0,177.0,167.0,181.0640258748503,124.33354113019836,24.0,56.730484744651946,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,46,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-21 13:15:00,2021-06-21 15:00:00,2021-06-21 14:45:00,201.0,177.0,161.0,140.65227042048554,128.3615846005976,40.0,12.290685819887926,0.30726714549719814,mixed,classified,same_daytype_slot,same_daytype_slot,workday,58,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,혼합형
1,2021-06-21 15:45:00,2021-06-21 15:45:00,2021-06-21 15:45:00,184.0,177.0,161.0,140.498426431195,115.06601979815741,23.0,25.4324066330376,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,62,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-22 09:00:00,2021-06-22 09:00:00,2021-06-22 09:00:00,178.0,177.0,174.0,120.27264350755044,108.27964358724549,4.0,11.992999920304953,1.0,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,35,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
1,2021-06-22 10:45:00,2021-06-22 11:00:00,2021-06-22 10:45:00,189.0,177.0,168.0,136.33429910501775,118.77813815724161,21.0,17.556160947776135,0.836007664179816,production_explained,classified,same_daytype_slot,same_daytype_slot,workday,42,True,descriptive,full_ridge_baseline_including_weather_calendar_not_production_only,생산 기인형(전체 기준선 설명형; 생산 단독 귀속 아님)
