fold,slot,train_rate,score_rate,train_events,score_events,score_eligible_dates,selected_slot
1,31,0.0410958904109589,0.047619047619047616,3,1,21,False
1,32,0.0410958904109589,0.047619047619047616,3,1,21,False
1,33,0.0,0.047619047619047616,0,1,21,False
1,34,0.0,0.0,0,0,21,False
1,35,0.0,0.0,0,0,21,False
1,36,0.0,0.0,0,0,21,False
1,37,0.0,0.0,0,0,21,False
1,38,0.0,0.0,0,0,21,False
1,39,0.0,0.0,0,0,21,False
1,40,0.0,0.0,0,0,21,False
1,41,0.0,0.0,0,0,21,False
1,42,0.0,0.0,0,0,21,False
1,43,0.0,0.0,0,0,21,False
1,44,0.0,0.0,0,0,21,False
1,45,0.0,0.0,0,0,21,False
1,46,0.0,0.0,0,0,21,False
1,47,0.0,0.0,0,0,21,False
1,48,0.0,0.0,0,0,21,False
1,49,0.0,0.0,0,0,21,False
1,50,0.0,0.0,0,0,21,False
1,51,0.0,0.0,0,0,21,False
1,52,0.0,0.0,0,0,21,False
1,53,0.0,0.0,0,0,21,False
1,54,0.0,0.0,0,0,21,False
1,55,0.0,0.0,0,0,21,False
1,56,0.0,0.0,0,0,21,False
1,57,0.0,0.0,0,0,21,False
1,58,0.0,0.0,0,0,21,False
1,59,0.0,0.0,0,0,21,False
1,60,0.0,0.0,0,0,21,False
1,61,0.0,0.0,0,0,21,False
1,62,0.0,0.0,0,0,21,False
1,63,0.0,0.0,0,0,21,False
1,64,0.0,0.0,0,0,21,False
1,65,0.0,0.0,0,0,21,False
1,66,0.0,0.0,0,0,21,False
1,67,0.0,0.0,0,0,21,False
1,68,0.0,0.0,0,0,21,False
1,69,0.0,0.0,0,0,21,False
1,70,0.0,0.0,0,0,21,False
1,71,0.0,0.0,0,0,21,False
1,72,0.0,0.0,0,0,21,False
1,73,0.0,0.0,0,0,21,False
1,74,0.0,0.0,0,0,21,False
1,75,0.0,0.0,0,0,21,False
1,76,0.0,0.0,0,0,21,False
1,77,0.0,0.0,0,0,21,False
1,78,0.0,0.0,0,0,21,False
1,79,0.0,0.0,0,0,21,False
1,80,0.0,0.0,0,0,21,False
1,81,0.0,0.0,0,0,21,False
1,82,0.0,0.0,0,0,21,False
1,83,0.0,0.0,0,0,21,False
1,84,0.0,0.0,0,0,21,False
1,85,0.0,0.0,0,0,21,False
1,86,0.0,0.0,0,0,21,False
1,87,0.0,0.0,0,0,21,False
1,88,0.0,0.0,0,0,21,False
1,89,0.0,0.0,0,0,21,False
1,90,0.0,0.0,0,0,21,False
1,91,0.0,0.0,0,0,21,False
1,92,0.0,0.0,0,0,21,False
1,93,0.0,0.0,0,0,21,False
1,94,0.0,0.0,0,0,21,False
1,95,0.0,0.0,0,0,21,False
2,0,0.0,0.0,0,0,17,False
2,1,0.0,0.0,0,0,16,False
2,2,0.0,0.0,0,0,16,False
2,3,0.0,0.0,0,0,16,False
2,4,0.0,0.0,0,0,16,False
2,5,0.1875,0.0625,18,1,16,True
2,6,0.0,0.0,0,0,16,False
2,7,0.0,0.0,0,0,16,False
2,8,0.0,0.0,0,0,16,False
2,9,0.0,0.0,0,0,16,False
2,10,0.0,0.0,0,0,16,False
2,11,0.0,0.0,0,0,16,False
2,12,0.0,0.0,0,0,16,False
2,13,0.0,0.0,0,0,16,False
2,14,0.0,0.0,0,0,16,False
2,15,0.0,0.0,0,0,16,False
2,16,0.0,0.0,0,0,16,False
2,17,0.0,0.0,0,0,16,False
2,18,0.0,0.0,0,0,16,False
2,19,0.0,0.0,0,0,16,False
2,20,0.0,0.0,0,0,16,False
2,21,0.0,0.0,0,0,16,False
2,22,0.0,0.0,0,0,16,False
2,23,0.020833333333333332,0.0,2,0,16,False
2,24,0.0,0.0,0,0,16,False
2,25,0.0,0.0,0,0,16,False
2,26,0.0,0.0,0,0,16,False
2,27,0.0,0.0,0,0,16,False
2,28,0.0,0.0,0,0,16,False
2,29,0.0,0.0,0,0,16,False
2,30,0.0,0.0,0,0,16,False
2,31,0.041666666666666664,0.0625,4,1,16,False
2,32,0.07291666666666667,0.125,7,2,16,False
2,33,0.08333333333333333,0.0,8,0,16,False
2,34,0.0,0.0,0,0,16,False
2,35,0.0,0.0,0,0,16,False
2,36,0.0,0.0,0,0,16,False
2,37,0.0,0.0,0,0,16,False
2,38,0.0,0.0,0,0,16,False
2,39,0.0,0.0,0,0,15,False
2,40,0.0,0.0,0,0,15,False
2,41,0.0,0.0,0,0,15,False
2,42,0.0,0.0,0,0,15,False
2,43,0.0,0.0,0,0,15,False
2,44,0.0,0.0,0,0,15,False
2,45,0.0,0.0,0,0,15,False
2,46,0.0,0.0,0,0,15,False
2,47,0.0,0.0,0,0,15,False
2,48,0.0,0.0,0,0,15,False
2,49,0.0,0.0,0,0,15,False
2,50,0.0,0.0,0,0,15,False
2,51,0.0,0.0,0,0,15,False
2,52,0.0625,0.0,6,0,15,False
2,53,0.0,0.0,0,0,15,False
2,54,0.0,0.0,0,0,15,False
2,55,0.0,0.0,0,0,15,False
2,56,0.0,0.0,0,0,15,False
2,57,0.0,0.0,0,0,15,False
2,58,0.0,0.0,0,0,15,False
2,59,0.0,0.0,0,0,15,False
2,60,0.0,0.0,0,0,15,False
2,61,0.0,0.0,0,0,15,False
2,62,0.0,0.0,0,0,15,False
2,63,0.0,0.0,0,0,15,False
2,64,0.0,0.0,0,0,15,False
2,65,0.0,0.0,0,0,15,False
2,66,0.0,0.0,0,0,15,False
2,67,0.0,0.0,0,0,15,False
2,68,0.0,0.0,0,0,15,False
2,69,0.0,0.0,0,0,15,False
2,70,0.0,0.0,0,0,15,False
2,71,0.0,0.0,0,0,15,False
2,72,0.0,0.0,0,0,15,False
2,73,0.0,0.0,0,0,15,False
2,74,0.0,0.0,0,0,15,False
2,75,0.0,0.0,0,0,15,False
2,76,0.0,0.0,0,0,15,False
2,77,0.0,0.0,0,0,15,False
2,78,0.0,0.0,0,0,15,False
2,79,0.0,0.0,0,0,15,False
2,80,0.0,0.0,0,0,15,False
2,81,0.0,0.0,0,0,15,False
2,82,0.0,0.0,0,0,15,False
2,83,0.0,0.0,0,0,15,False
2,84,0.0,0.0,0,0,15,False
2,85,0.0,0.0,0,0,15,False
2,86,0.0,0.0,0,0,15,False
2,87,0.0,0.0,0,0,15,False
2,88,0.0,0.0,0,0,15,False
2,89,0.0,0.0,0,0,15,False
2,90,0.0,0.0,0,0,15,False
2,91,0.0,0.0,0,0,15,False
2,92,0.0,0.0,0,0,15,False
2,93,0.0,0.0,0,0,15,False
2,94,0.0,0.0,0,0,15,False
2,95,0.0,0.0,0,0,15,False
