fold,week_start,slot,eligible_dates,events,rate,selected_fold_slot
0,2021-04-12,18,3,0,0.0,False
0,2021-04-19,18,5,0,0.0,False
0,2021-04-26,18,5,0,0.0,False
0,2021-05-03,18,4,0,0.0,False
0,2021-05-10,18,4,0,0.0,False
0,2021-04-12,19,3,0,0.0,False
0,2021-04-19,19,5,0,0.0,False
0,2021-04-26,19,5,0,0.0,False
0,2021-05-03,19,4,0,0.0,False
0,2021-05-10,19,4,0,0.0,False
0,2021-04-12,20,3,0,0.0,False
0,2021-04-19,20,5,0,0.0,False
0,2021-04-26,20,5,0,0.0,False
0,2021-05-03,20,4,0,0.0,False
0,2021-05-10,20,4,0,0.0,False
0,2021-04-12,21,3,0,0.0,False
0,2021-04-19,21,5,0,0.0,False
0,2021-04-26,21,5,0,0.0,False
0,2021-05-03,21,4,0,0.0,False
0,2021-05-10,21,4,0,0.0,False
0,2021-04-12,22,3,0,0.0,False
0,2021-04-19,22,5,0,0.0,False
0,2021-04-26,22,5,0,0.0,False
0,2021-05-03,22,4,0,0.0,False
0,2021-05-10,22,4,0,0.0,False
0,2021-04-12,23,3,0,0.0,False
0,2021-04-19,23,5,0,0.0,False
0,2021-04-26,23,5,0,0.0,False
0,2021-05-03,23,4,0,0.0,False
0,2021-05-10,23,4,0,0.0,False
0,2021-04-12,24,3,0,0.0,False
0,2021-04-19,24,5,0,0.0,False
0,2021-04-26,24,5,0,0.0,False
0,2021-05-03,24,4,0,0.0,False
0,2021-05-10,24,4,0,0.0,False
0,2021-04-12,25,3,0,0.0,False
0,2021-04-19,25,5,0,0.0,False
0,2021-04-26,25,5,0,0.0,False
0,2021-05-03,25,4,0,0.0,False
0,2021-05-10,25,4,0,0.0,False
0,2021-04-12,26,3,0,0.0,False
0,2021-04-19,26,5,0,0.0,False
0,2021-04-26,26,5,0,0.0,False
0,2021-05-03,26,4,0,0.0,False
0,2021-05-10,26,4,0,0.0,False
0,2021-04-12,27,3,0,0.0,False
0,2021-04-19,27,5,0,0.0,False
0,2021-04-26,27,5,0,0.0,False
0,2021-05-03,27,4,0,0.0,False
0,2021-05-10,27,4,0,0.0,False
0,2021-04-12,28,3,0,0.0,False
0,2021-04-19,28,5,0,0.0,False
0,2021-04-26,28,5,0,0.0,False
0,2021-05-03,28,4,0,0.0,False
0,2021-05-10,28,4,0,0.0,False
0,2021-04-12,29,3,0,0.0,False
0,2021-04-19,29,5,0,0.0,False
0,2021-04-26,29,5,0,0.0,False
0,2021-05-03,29,4,0,0.0,False
0,2021-05-10,29,4,0,0.0,False
0,2021-04-12,30,3,0,0.0,False
0,2021-04-19,30,5,0,0.0,False
0,2021-04-26,30,5,0,0.0,False
0,2021-05-03,30,4,0,0.0,False
0,2021-05-10,30,4,0,0.0,False
0,2021-04-12,31,3,0,0.0,False
0,2021-04-19,31,5,0,0.0,False
0,2021-04-26,31,5,0,0.0,False
0,2021-05-03,31,4,1,0.25,False
0,2021-05-10,31,4,0,0.0,False
0,2021-04-12,32,3,0,0.0,False
0,2021-04-19,32,5,0,0.0,False
0,2021-04-26,32,5,0,0.0,False
0,2021-05-03,32,4,0,0.0,False
0,2021-05-10,32,4,0,0.0,False
0,2021-04-12,33,3,0,0.0,False
0,2021-04-19,33,5,0,0.0,False
0,2021-04-26,33,5,0,0.0,False
0,2021-05-03,33,4,0,0.0,False
0,2021-05-10,33,4,0,0.0,False
0,2021-04-12,34,3,0,0.0,False
0,2021-04-19,34,5,0,0.0,False
0,2021-04-26,34,5,0,0.0,False
0,2021-05-03,34,4,0,0.0,False
0,2021-05-10,34,4,0,0.0,False
0,2021-04-12,35,3,0,0.0,False
0,2021-04-19,35,5,0,0.0,False
0,2021-04-26,35,5,0,0.0,False
0,2021-05-03,35,4,0,0.0,False
0,2021-05-10,35,4,0,0.0,False
0,2021-04-12,36,3,0,0.0,False
0,2021-04-19,36,5,0,0.0,False
0,2021-04-26,36,5,0,0.0,False
0,2021-05-03,36,4,0,0.0,False
0,2021-05-10,36,4,0,0.0,False
0,2021-04-12,37,3,0,0.0,False
0,2021-04-19,37,5,0,0.0,False
0,2021-04-26,37,5,0,0.0,False
0,2021-05-03,37,4,0,0.0,False
0,2021-05-10,37,4,0,0.0,False
0,2021-04-12,38,3,0,0.0,False
0,2021-04-19,38,5,0,0.0,False
0,2021-04-26,38,5,0,0.0,False
0,2021-05-03,38,4,0,0.0,False
0,2021-05-10,38,4,0,0.0,False
0,2021-04-12,39,3,0,0.0,False
0,2021-04-19,39,5,0,0.0,False
0,2021-04-26,39,5,0,0.0,False
0,2021-05-03,39,4,0,0.0,False
0,2021-05-10,39,4,0,0.0,False
0,2021-04-12,40,3,0,0.0,False
0,2021-04-19,40,5,0,0.0,False
0,2021-04-26,40,5,0,0.0,False
0,2021-05-03,40,4,0,0.0,False
0,2021-05-10,40,4,0,0.0,False
0,2021-04-12,41,3,0,0.0,False
0,2021-04-19,41,5,0,0.0,False
0,2021-04-26,41,5,0,0.0,False
0,2021-05-03,41,4,0,0.0,False
0,2021-05-10,41,4,0,0.0,False
0,2021-04-12,42,3,0,0.0,False
0,2021-04-19,42,5,0,0.0,False
0,2021-04-26,42,5,0,0.0,False
0,2021-05-03,42,4,0,0.0,False
0,2021-05-10,42,4,0,0.0,False
0,2021-04-12,43,3,0,0.0,False
0,2021-04-19,43,5,0,0.0,False
0,2021-04-26,43,5,0,0.0,False
0,2021-05-03,43,4,0,0.0,False
0,2021-05-10,43,4,0,0.0,False
0,2021-04-12,44,3,0,0.0,False
0,2021-04-19,44,5,0,0.0,False
0,2021-04-26,44,5,0,0.0,False
0,2021-05-03,44,4,0,0.0,False
0,2021-05-10,44,4,0,0.0,False
0,2021-04-12,45,3,0,0.0,False
0,2021-04-19,45,5,0,0.0,False
0,2021-04-26,45,5,0,0.0,False
0,2021-05-03,45,4,0,0.0,False
0,2021-05-10,45,4,0,0.0,False
0,2021-04-12,46,3,0,0.0,False
0,2021-04-19,46,5,0,0.0,False
0,2021-04-26,46,5,0,0.0,False
0,2021-05-03,46,4,0,0.0,False
0,2021-05-10,46,4,0,0.0,False
0,2021-04-12,47,3,0,0.0,False
0,2021-04-19,47,5,0,0.0,False
0,2021-04-26,47,5,0,0.0,False
0,2021-05-03,47,4,0,0.0,False
0,2021-05-10,47,4,0,0.0,False
0,2021-04-12,48,3,0,0.0,False
0,2021-04-19,48,5,0,0.0,False
0,2021-04-26,48,5,0,0.0,False
0,2021-05-03,48,4,0,0.0,False
0,2021-05-10,48,4,0,0.0,False
0,2021-04-12,49,3,0,0.0,False
0,2021-04-19,49,5,0,0.0,False
0,2021-04-26,49,5,0,0.0,False
0,2021-05-03,49,4,0,0.0,False
0,2021-05-10,49,4,0,0.0,False
0,2021-04-12,50,3,0,0.0,False
0,2021-04-19,50,5,0,0.0,False
0,2021-04-26,50,5,0,0.0,False
0,2021-05-03,50,4,0,0.0,False
0,2021-05-10,50,4,0,0.0,False
0,2021-04-12,51,3,0,0.0,False
0,2021-04-19,51,5,0,0.0,False
0,2021-04-26,51,5,0,0.0,False
0,2021-05-03,51,4,0,0.0,False
0,2021-05-10,51,4,0,0.0,False
0,2021-04-12,52,3,0,0.0,False
0,2021-04-19,52,5,0,0.0,False
0,2021-04-26,52,5,0,0.0,False
0,2021-05-03,52,4,0,0.0,False
0,2021-05-10,52,4,0,0.0,False
0,2021-04-12,53,3,0,0.0,False
0,2021-04-19,53,5,0,0.0,False
0,2021-04-26,53,5,0,0.0,False
0,2021-05-03,53,4,0,0.0,False
0,2021-05-10,53,4,0,0.0,False
0,2021-04-12,54,3,0,0.0,False
0,2021-04-19,54,5,0,0.0,False
0,2021-04-26,54,5,0,0.0,False
0,2021-05-03,54,4,0,0.0,False
0,2021-05-10,54,4,0,0.0,False
0,2021-04-12,55,3,0,0.0,False
0,2021-04-19,55,5,0,0.0,False
0,2021-04-26,55,5,0,0.0,False
0,2021-05-03,55,4,0,0.0,False
0,2021-05-10,55,4,0,0.0,False
0,2021-04-12,56,3,0,0.0,False
0,2021-04-19,56,5,0,0.0,False
0,2021-04-26,56,5,0,0.0,False
0,2021-05-03,56,4,0,0.0,False
0,2021-05-10,56,4,0,0.0,False
0,2021-04-12,57,3,0,0.0,False
0,2021-04-19,57,5,0,0.0,False
0,2021-04-26,57,5,0,0.0,False
0,2021-05-03,57,4,0,0.0,False
0,2021-05-10,57,4,0,0.0,False
0,2021-04-12,58,3,0,0.0,False
0,2021-04-19,58,5,0,0.0,False
0,2021-04-26,58,5,0,0.0,False
0,2021-05-03,58,4,0,0.0,False
0,2021-05-10,58,4,0,0.0,False
0,2021-04-12,59,3,0,0.0,False
0,2021-04-19,59,5,0,0.0,False
0,2021-04-26,59,5,0,0.0,False
0,2021-05-03,59,4,0,0.0,False
0,2021-05-10,59,4,0,0.0,False
0,2021-04-12,60,3,0,0.0,False
0,2021-04-19,60,5,0,0.0,False
0,2021-04-26,60,5,0,0.0,False
0,2021-05-03,60,4,0,0.0,False
0,2021-05-10,60,4,0,0.0,False
0,2021-04-12,61,3,0,0.0,False
0,2021-04-19,61,5,0,0.0,False
0,2021-04-26,61,5,0,0.0,False
0,2021-05-03,61,4,0,0.0,False
0,2021-05-10,61,4,0,0.0,False
0,2021-04-12,62,3,0,0.0,False
0,2021-04-19,62,5,0,0.0,False
0,2021-04-26,62,5,0,0.0,False
0,2021-05-03,62,4,0,0.0,False
0,2021-05-10,62,4,0,0.0,False
0,2021-04-12,63,3,0,0.0,False
0,2021-04-19,63,5,0,0.0,False
0,2021-04-26,63,5,0,0.0,False
0,2021-05-03,63,4,0,0.0,False
0,2021-05-10,63,4,0,0.0,False
0,2021-04-12,64,3,0,0.0,False
0,2021-04-19,64,5,0,0.0,False
0,2021-04-26,64,5,0,0.0,False
0,2021-05-03,64,4,0,0.0,False
0,2021-05-10,64,4,0,0.0,False
0,2021-04-12,65,3,0,0.0,False
0,2021-04-19,65,5,0,0.0,False
0,2021-04-26,65,5,0,0.0,False
0,2021-05-03,65,4,0,0.0,False
0,2021-05-10,65,4,0,0.0,False
0,2021-04-12,66,3,0,0.0,False
0,2021-04-19,66,5,0,0.0,False
0,2021-04-26,66,5,0,0.0,False
0,2021-05-03,66,4,0,0.0,False
0,2021-05-10,66,4,0,0.0,False
0,2021-04-12,67,3,0,0.0,False
0,2021-04-19,67,5,0,0.0,False
0,2021-04-26,67,5,0,0.0,False
0,2021-05-03,67,4,0,0.0,False
0,2021-05-10,67,4,0,0.0,False
0,2021-04-12,68,3,0,0.0,False
0,2021-04-19,68,5,0,0.0,False
0,2021-04-26,68,5,0,0.0,False
0,2021-05-03,68,4,0,0.0,False
0,2021-05-10,68,4,0,0.0,False
0,2021-04-12,69,3,0,0.0,False
0,2021-04-19,69,5,0,0.0,False
0,2021-04-26,69,5,0,0.0,False
0,2021-05-03,69,4,0,0.0,False
0,2021-05-10,69,4,0,0.0,False
0,2021-04-12,70,3,0,0.0,False
0,2021-04-19,70,5,0,0.0,False
0,2021-04-26,70,5,0,0.0,False
0,2021-05-03,70,4,0,0.0,False
0,2021-05-10,70,4,0,0.0,False
0,2021-04-12,71,3,0,0.0,False
0,2021-04-19,71,5,0,0.0,False
0,2021-04-26,71,5,0,0.0,False
0,2021-05-03,71,4,0,0.0,False
0,2021-05-10,71,4,0,0.0,False
0,2021-04-12,72,3,0,0.0,False
0,2021-04-19,72,5,0,0.0,False
0,2021-04-26,72,5,0,0.0,False
0,2021-05-03,72,4,0,0.0,False
0,2021-05-10,72,4,0,0.0,False
0,2021-04-12,73,3,0,0.0,False
0,2021-04-19,73,5,0,0.0,False
0,2021-04-26,73,5,0,0.0,False
0,2021-05-03,73,4,0,0.0,False
0,2021-05-10,73,4,0,0.0,False
0,2021-04-12,74,3,0,0.0,False
0,2021-04-19,74,5,0,0.0,False
0,2021-04-26,74,5,0,0.0,False
0,2021-05-03,74,4,0,0.0,False
0,2021-05-10,74,4,0,0.0,False
0,2021-04-12,75,3,0,0.0,False
0,2021-04-19,75,5,0,0.0,False
0,2021-04-26,75,5,0,0.0,False
0,2021-05-03,75,4,0,0.0,False
0,2021-05-10,75,4,0,0.0,False
0,2021-04-12,76,3,0,0.0,False
0,2021-04-19,76,5,0,0.0,False
0,2021-04-26,76,5,0,0.0,False
0,2021-05-03,76,4,0,0.0,False
0,2021-05-10,76,4,0,0.0,False
0,2021-04-12,77,3,0,0.0,False
0,2021-04-19,77,5,0,0.0,False
0,2021-04-26,77,5,0,0.0,False
0,2021-05-03,77,4,0,0.0,False
0,2021-05-10,77,4,0,0.0,False
0,2021-04-12,78,3,0,0.0,False
0,2021-04-19,78,5,0,0.0,False
0,2021-04-26,78,5,0,0.0,False
0,2021-05-03,78,4,0,0.0,False
0,2021-05-10,78,4,0,0.0,False
0,2021-04-12,79,3,0,0.0,False
0,2021-04-19,79,5,0,0.0,False
0,2021-04-26,79,5,0,0.0,False
0,2021-05-03,79,4,0,0.0,False
0,2021-05-10,79,4,0,0.0,False
0,2021-04-12,80,3,0,0.0,False
0,2021-04-19,80,5,0,0.0,False
0,2021-04-26,80,5,0,0.0,False
0,2021-05-03,80,4,0,0.0,False
0,2021-05-10,80,4,0,0.0,False
0,2021-04-12,81,3,0,0.0,False
0,2021-04-19,81,5,0,0.0,False
0,2021-04-26,81,5,0,0.0,False
0,2021-05-03,81,4,0,0.0,False
0,2021-05-10,81,4,0,0.0,False
0,2021-04-12,82,3,0,0.0,False
0,2021-04-19,82,5,0,0.0,False
0,2021-04-26,82,5,0,0.0,False
0,2021-05-03,82,4,0,0.0,False
0,2021-05-10,82,4,0,0.0,False
0,2021-04-12,83,3,0,0.0,False
0,2021-04-19,83,5,0,0.0,False
0,2021-04-26,83,5,0,0.0,False
0,2021-05-03,83,4,0,0.0,False
0,2021-05-10,83,4,0,0.0,False
0,2021-04-12,84,3,0,0.0,False
0,2021-04-19,84,5,0,0.0,False
0,2021-04-26,84,5,0,0.0,False
0,2021-05-03,84,4,0,0.0,False
0,2021-05-10,84,4,0,0.0,False
0,2021-04-12,85,3,0,0.0,False
0,2021-04-19,85,5,0,0.0,False
0,2021-04-26,85,5,0,0.0,False
0,2021-05-03,85,4,0,0.0,False
0,2021-05-10,85,4,0,0.0,False
0,2021-04-12,86,3,0,0.0,False
0,2021-04-19,86,5,0,0.0,False
0,2021-04-26,86,5,0,0.0,False
0,2021-05-03,86,4,0,0.0,False
0,2021-05-10,86,4,0,0.0,False
0,2021-04-12,87,3,0,0.0,False
0,2021-04-19,87,5,0,0.0,False
0,2021-04-26,87,5,0,0.0,False
0,2021-05-03,87,4,0,0.0,False
0,2021-05-10,87,4,0,0.0,False
0,2021-04-12,88,3,0,0.0,False
0,2021-04-19,88,5,0,0.0,False
0,2021-04-26,88,5,0,0.0,False
0,2021-05-03,88,4,0,0.0,False
0,2021-05-10,88,4,0,0.0,False
0,2021-04-12,89,3,0,0.0,False
0,2021-04-19,89,5,0,0.0,False
0,2021-04-26,89,5,0,0.0,False
0,2021-05-03,89,4,0,0.0,False
0,2021-05-10,89,4,0,0.0,False
0,2021-04-12,90,3,0,0.0,False
0,2021-04-19,90,5,0,0.0,False
0,2021-04-26,90,5,0,0.0,False
0,2021-05-03,90,4,0,0.0,False
0,2021-05-10,90,4,0,0.0,False
0,2021-04-12,91,3,0,0.0,False
0,2021-04-19,91,5,0,0.0,False
0,2021-04-26,91,5,0,0.0,False
0,2021-05-03,91,4,0,0.0,False
0,2021-05-10,91,4,0,0.0,False
0,2021-04-12,92,3,0,0.0,False
0,2021-04-19,92,5,0,0.0,False
0,2021-04-26,92,5,0,0.0,False
0,2021-05-03,92,4,0,0.0,False
0,2021-05-10,92,4,0,0.0,False
0,2021-04-12,93,3,0,0.0,False
0,2021-04-19,93,5,0,0.0,False
0,2021-04-26,93,5,0,0.0,False
0,2021-05-03,93,4,0,0.0,False
0,2021-05-10,93,4,0,0.0,False
0,2021-04-12,94,3,0,0.0,False
0,2021-04-19,94,5,0,0.0,False
0,2021-04-26,94,5,0,0.0,False
0,2021-05-03,94,4,0,0.0,False
0,2021-05-10,94,4,0,0.0,False
0,2021-04-12,95,3,0,0.0,False
0,2021-04-19,95,5,0,0.0,False
0,2021-04-26,95,5,0,0.0,False
0,2021-05-03,95,4,0,0.0,False
0,2021-05-10,95,4,0,0.0,False
1,2021-05-24,0,1,0,0.0,False
1,2021-05-31,0,5,0,0.0,False
1,2021-06-07,0,5,0,0.0,False
1,2021-06-14,0,5,0,0.0,False
1,2021-06-21,0,5,0,0.0,False
1,2021-05-24,1,1,0,0.0,False
1,2021-05-31,1,5,0,0.0,False
1,2021-06-07,1,5,0,0.0,False
1,2021-06-14,1,5,0,0.0,False
1,2021-06-21,1,5,0,0.0,False
1,2021-05-24,2,1,0,0.0,False
1,2021-05-31,2,5,0,0.0,False
1,2021-06-07,2,5,0,0.0,False
1,2021-06-14,2,5,0,0.0,False
1,2021-06-21,2,5,0,0.0,False
1,2021-05-24,3,1,0,0.0,False
1,2021-05-31,3,5,0,0.0,False
1,2021-06-07,3,5,0,0.0,False
1,2021-06-14,3,5,0,0.0,False
1,2021-06-21,3,5,0,0.0,False
1,2021-05-24,4,1,0,0.0,False
1,2021-05-31,4,5,0,0.0,False
1,2021-06-07,4,5,0,0.0,False
1,2021-06-14,4,5,0,0.0,False
1,2021-06-21,4,5,0,0.0,False
1,2021-05-24,5,1,0,0.0,False
1,2021-05-31,5,5,0,0.0,False
1,2021-06-07,5,5,0,0.0,False
1,2021-06-14,5,5,0,0.0,False
1,2021-06-21,5,5,0,0.0,False
1,2021-05-24,6,1,0,0.0,False
1,2021-05-31,6,5,0,0.0,False
1,2021-06-07,6,5,0,0.0,False
1,2021-06-14,6,5,0,0.0,False
1,2021-06-21,6,5,0,0.0,False
1,2021-05-24,7,1,0,0.0,False
1,2021-05-31,7,5,0,0.0,False
1,2021-06-07,7,5,0,0.0,False
1,2021-06-14,7,5,0,0.0,False
1,2021-06-21,7,5,0,0.0,False
1,2021-05-24,8,1,0,0.0,False
1,2021-05-31,8,5,0,0.0,False
1,2021-06-07,8,5,0,0.0,False
1,2021-06-14,8,5,0,0.0,False
1,2021-06-21,8,5,0,0.0,False
1,2021-05-24,9,1,0,0.0,False
1,2021-05-31,9,5,0,0.0,False
1,2021-06-07,9,5,0,0.0,False
1,2021-06-14,9,5,0,0.0,False
1,2021-06-21,9,5,0,0.0,False
1,2021-05-24,10,1,0,0.0,False
1,2021-05-31,10,5,0,0.0,False
1,2021-06-07,10,5,0,0.0,False
1,2021-06-14,10,5,0,0.0,False
1,2021-06-21,10,5,0,0.0,False
1,2021-05-24,11,1,0,0.0,False
1,2021-05-31,11,5,0,0.0,False
1,2021-06-07,11,5,0,0.0,False
1,2021-06-14,11,5,0,0.0,False
1,2021-06-21,11,5,0,0.0,False
1,2021-05-24,12,1,0,0.0,False
1,2021-05-31,12,5,0,0.0,False
1,2021-06-07,12,5,0,0.0,False
1,2021-06-14,12,5,0,0.0,False
1,2021-06-21,12,5,0,0.0,False
1,2021-05-24,13,1,0,0.0,False
1,2021-05-31,13,5,0,0.0,False
1,2021-06-07,13,5,0,0.0,False
1,2021-06-14,13,5,0,0.0,False
1,2021-06-21,13,5,0,0.0,False
1,2021-05-24,14,1,0,0.0,False
1,2021-05-31,14,5,0,0.0,False
1,2021-06-07,14,5,0,0.0,False
1,2021-06-14,14,5,0,0.0,False
1,2021-06-21,14,5,0,0.0,False
1,2021-05-24,15,1,0,0.0,False
1,2021-05-31,15,5,0,0.0,False
1,2021-06-07,15,5,0,0.0,False
1,2021-06-14,15,5,0,0.0,False
1,2021-06-21,15,5,0,0.0,False
1,2021-05-24,16,1,0,0.0,False
1,2021-05-31,16,5,0,0.0,False
1,2021-06-07,16,5,0,0.0,False
1,2021-06-14,16,5,0,0.0,False
1,2021-06-21,16,5,0,0.0,False
1,2021-05-24,17,1,0,0.0,False
1,2021-05-31,17,5,0,0.0,False
1,2021-06-07,17,5,0,0.0,False
1,2021-06-14,17,5,0,0.0,False
1,2021-06-21,17,5,0,0.0,False
1,2021-05-24,18,1,0,0.0,False
1,2021-05-31,18,5,0,0.0,False
1,2021-06-07,18,5,0,0.0,False
1,2021-06-14,18,5,0,0.0,False
1,2021-06-21,18,5,0,0.0,False
1,2021-05-24,19,1,0,0.0,False
1,2021-05-31,19,5,0,0.0,False
1,2021-06-07,19,5,0,0.0,False
1,2021-06-14,19,5,0,0.0,False
1,2021-06-21,19,5,0,0.0,False
1,2021-05-24,20,1,0,0.0,False
1,2021-05-31,20,5,0,0.0,False
1,2021-06-07,20,5,0,0.0,False
1,2021-06-14,20,5,0,0.0,False
1,2021-06-21,20,5,0,0.0,False
1,2021-05-24,21,1,0,0.0,False
1,2021-05-31,21,5,0,0.0,False
1,2021-06-07,21,5,0,0.0,False
1,2021-06-14,21,5,0,0.0,False
1,2021-06-21,21,5,0,0.0,False
1,2021-05-24,22,1,0,0.0,False
1,2021-05-31,22,5,0,0.0,False
1,2021-06-07,22,5,0,0.0,False
1,2021-06-14,22,5,0,0.0,False
1,2021-06-21,22,5,0,0.0,False
1,2021-05-24,23,1,0,0.0,False
1,2021-05-31,23,5,0,0.0,False
1,2021-06-07,23,5,0,0.0,False
1,2021-06-14,23,5,0,0.0,False
1,2021-06-21,23,5,0,0.0,False
1,2021-05-24,24,1,0,0.0,False
1,2021-05-31,24,5,0,0.0,False
1,2021-06-07,24,5,0,0.0,False
1,2021-06-14,24,5,0,0.0,False
1,2021-06-21,24,5,0,0.0,False
1,2021-05-24,25,1,0,0.0,False
1,2021-05-31,25,5,0,0.0,False
1,2021-06-07,25,5,0,0.0,False
1,2021-06-14,25,5,0,0.0,False
1,2021-06-21,25,5,0,0.0,False
1,2021-05-24,26,1,0,0.0,False
1,2021-05-31,26,5,0,0.0,False
1,2021-06-07,26,5,0,0.0,False
1,2021-06-14,26,5,0,0.0,False
1,2021-06-21,26,5,0,0.0,False
1,2021-05-24,27,1,0,0.0,False
1,2021-05-31,27,5,0,0.0,False
1,2021-06-07,27,5,0,0.0,False
1,2021-06-14,27,5,0,0.0,False
1,2021-06-21,27,5,0,0.0,False
1,2021-05-24,28,1,0,0.0,False
1,2021-05-31,28,5,0,0.0,False
1,2021-06-07,28,5,0,0.0,False
1,2021-06-14,28,5,0,0.0,False
1,2021-06-21,28,5,0,0.0,False
1,2021-05-24,29,1,0,0.0,False
1,2021-05-31,29,5,0,0.0,False
1,2021-06-07,29,5,0,0.0,False
1,2021-06-14,29,5,0,0.0,False
1,2021-06-21,29,5,0,0.0,False
1,2021-05-24,30,1,0,0.0,False
1,2021-05-31,30,5,0,0.0,False
1,2021-06-07,30,5,0,0.0,False
1,2021-06-14,30,5,0,0.0,False
1,2021-06-21,30,5,0,0.0,False
1,2021-05-24,31,1,0,0.0,False
1,2021-05-31,31,5,0,0.0,False
1,2021-06-07,31,5,0,0.0,False
1,2021-06-14,31,5,1,0.2,False
1,2021-06-21,31,5,0,0.0,False
1,2021-05-24,32,1,0,0.0,False
1,2021-05-31,32,5,0,0.0,False
1,2021-06-07,32,5,0,0.0,False
1,2021-06-14,32,5,0,0.0,False
1,2021-06-21,32,5,1,0.2,False
1,2021-05-24,33,1,0,0.0,False
1,2021-05-31,33,5,1,0.2,False
1,2021-06-07,33,5,0,0.0,False
1,2021-06-14,33,5,0,0.0,False
1,2021-06-21,33,5,0,0.0,False
1,2021-05-24,34,1,0,0.0,False
1,2021-05-31,34,5,0,0.0,False
1,2021-06-07,34,5,0,0.0,False
1,2021-06-14,34,5,0,0.0,False
1,2021-06-21,34,5,0,0.0,False
1,2021-05-24,35,1,0,0.0,False
1,2021-05-31,35,5,0,0.0,False
1,2021-06-07,35,5,0,0.0,False
1,2021-06-14,35,5,0,0.0,False
1,2021-06-21,35,5,0,0.0,False
1,2021-05-24,36,1,0,0.0,False
1,2021-05-31,36,5,0,0.0,False
1,2021-06-07,36,5,0,0.0,False
